,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
142,Fauna,Mamíferos,Atelidae,Alouatta ululata,Em Perigo (EN),EN,"Caatinga,Cerrado","Agropecuária,Assentamento Humano: rurais,Caça/Pesca,Extração Florestal,Outras Atividades Econômicas: energia",Sim,Sim,3,Sim,"CE,MA,PI"
143,Flora,Angiospermas,Verbenaceae,Aloysia hatschbachii,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,"PR,PA"
144,Flora,Angiospermas,Rubiaceae,Alseis involuta,Vulnerável (VU),VU,"Caatinga,Mata Atlântica",Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"BA,ES,MG,RJ,SP"
145,Flora,Angiospermas,Alstroemeriaceae,Alstroemeria amabilis,Em Perigo (EN),EN,Mata Atlântica,"Espécies Invasoras,Linhas de Energia,Turismo/Recreação",Sim,Não,2,Sim,"PR,SC"
146,Flora,Angiospermas,Alstroemeriaceae,Alstroemeria brasiliensis,Em Perigo (EN),EN,Cerrado,"Espécies Invasoras,Agropecuária,Mineração",Não,Sim,2,Sim,"MT,MG,GO"
147,Flora,Angiospermas,Alstroemeriaceae,Alstroemeria capixaba,Criticamente em Perigo (CR),CR,Mata Atlântica,"Queimadas,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras",Sim,Não,2,Sim,"ES,MG"
148,Flora,Angiospermas,Alstroemeriaceae,Alstroemeria caryophyllaea,Em Perigo (EN),EN,Mata Atlântica,"Desenvolvimento e Infraestrutura, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Extração de Madeira",Sim,Não,2,Sim,"ES,RJ,SP,PA"
149,Flora,Angiospermas,Alstroemeriaceae,Alstroemeria malmeana,Criticamente em Perigo (CR),CR,Mata Atlântica,"Queimadas,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"PR,SC"
150,Flora,Angiospermas,Alstroemeriaceae,Alstroemeria orchidioides,Em Perigo (EN),EN,Cerrado,"Queimadas, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"DF,GO"
151,Flora,Angiospermas,Alstroemeriaceae,Alstroemeria penduliflora,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Agropecuária,Turismo/Recreação,Extração de Não Madereiras, Perda de Habitat/Degradação (Induzida por Humanos),Extração para Combustível,Mineração,Espécies Invasoras,Queimadas",Sim,Não,2,Sim,MG
152,Flora,Angiospermas,Amaranthaceae,Alternanthera decurrens,Em Perigo (EN),EN,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Distribuição Restrita",Sim,Não,2,Sim,"MG,MS"
153,Flora,Angiospermas,Amaranthaceae,Alternanthera hirtula,Vulnerável (VU),VU,"Mata Atlântica,Pampa","Agropecuária,Espécies Invasoras",Sim,Não,2,Não,"PR,MS,SC,RS,SP"
154,Flora,Angiospermas,Amaranthaceae,Alternanthera januarensis,Em Perigo (EN),EN,Cerrado,"Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,MG
155,Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus campoi,Vulnerável (VU),VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,SP
156,Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus dulceae,Vulnerável (VU),VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
157,Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus godinhorum,Vulnerável (VU),VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
158,Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus koikei,Vulnerável (VU),VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,MG
159,Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus rotundatus,Vulnerável (VU),VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
160,Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus ruficollis,Vulnerável (VU),VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
161,Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus trifurcatus,Vulnerável (VU),VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
162,Flora,Angiospermas,Poaceae,Altoparadisium chapadense,Criticamente em Perigo (CR),CR,Cerrado,Distúrbio Humano,Sim,Sim,2,Sim,"GO,TO"
163,Fauna,Aves,Accipitridae,Amadonastur lacernulatus,Vulnerável (VU),VU,"Caatinga,Cerrado,Mata Atlântica","Agropecuária,Assentamento Humano: cidades",Sim,Não,4,Sim,"BA,ES,MG,PR,RJ,SC,SP"
164,Flora,Angiospermas,Amaranthaceae,Amaranthus rosengurtii,Em Perigo (EN),EN,Pampa,"Agropecuária,Espécies Invasoras",Não,Não,1,Não,RS
165,Fauna,Aves,Psittacidae,Amazona pretrei,Vulnerável (VU),VU,"Mata Atlântica,Pampa","Agropecuária,Caça/Pesca,Extração Florestal,Mudança na dinâmica das espécies nativas",Sim,Não,3,Não,"RS,SC"
166,Fauna,Aves,Psittacidae,Amazona rhodocorytha,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Caça/Pesca,Extração Florestal",Sim,Não,4,Sim,"AL,BA,ES,MG,RJ,SE"
167,Fauna,Aves,Psittacidae,Amazona vinacea,Vulnerável (VU),VU,"Caatinga,Cerrado,Mata Atlântica","Agropecuária,Caça/Pesca,Extração Florestal,Turismo/Recreação",Sim,Não,3,Não,"BA,ES,MG,,PR,RJ,RS,SC,SP"
168,Flora,Angiospermas,Fabaceae,Amburana acreana,Vulnerável (VU),VU,Amazônia,"Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,1,Não,"AC,AM,RO,ES,RJ,MT"
169,Fauna,Répteis,Teiidae,Ameiva parecis,Em Perigo (EN),EN,"Amazônia,Cerrado","Agropecuária,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,2,Sim,"MT,RO"
170,Fauna,Répteis,Teiidae,Ameivula abaetensis,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Transporte Diversos,Turismo/Recreação,Queimadas",Sim,Sim,2,Sim,SE
171,Fauna,Répteis,Teiidae,Ameivula littoralis,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Mineração,Outras Atividades Econômicas: energia,Transporte Diversos,Turismo/Recreação",Sim,Sim,2,Sim,RJ
172,Fauna,Répteis,Teiidae,Ameivula nativo,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Mudança na dinâmica das espécies nativas",Sim,Sim,2,Sim,"BA,ES"
173,Fauna,Répteis,Typhlopidae,Amerotyphlops amoipira,Em Perigo (EN),EN,"Caatinga,Cerrado","Agropecuária,Outras Atividades Econômicas: energia",Sim,Sim,4,Sim,"BA,MG"
174,Fauna,Répteis,Typhlopidae,Amerotyphlops paucisquamus,Vulnerável (VU),VU,Mata Atlântica,"Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,2,Sim,"AL,MA,PB,PE,RN"
175,Fauna,Répteis,Typhlopidae,Amerotyphlops yonenagae,Em Perigo (EN),EN,Caatinga,"Agropecuária,Mineração",Não,Sim,2,Sim,BA
176,Fauna,Répteis,Amphisbanidae,Amphisbaena arda,Em Perigo (EN),EN,"Caatinga,Cerrado","Agropecuária,Extração Florestal,Outras Atividades Econômicas: energia,Turismo/Recreação",Sim,Sim,4,Sim,BA
177,Fauna,Répteis,Amphisbanidae,Amphisbaena frontalis,Em Perigo (EN),EN,"Caatinga,Cerrado","Agropecuária,Assentamento Humano: cidades,Extração Florestal,Mineração,Outras Atividades Econômicas: energia,Turismo/Recreação",Sim,Sim,4,Sim,BA
178,Fauna,Répteis,Amphisbanidae,Amphisbaena nigricauda,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Mineração,Mudança na dinâmica das espécies nativas,Transporte Diversos,Turismo/Recreação",Sim,Sim,2,Sim,"BA,ES"
179,Fauna,Répteis,Amphisbanidae,Amphisbaena supernumeraria,Em Perigo (EN),EN,Caatinga,"Agropecuária,Assentamento Humano: cidades,Mudança na dinâmica das espécies nativas",Sim,Não,1,Sim,PE
180,Fauna,Répteis,Amphisbanidae,Amphisbaena uroxena,Em Perigo (EN),EN,"Caatinga,Cerrado","Agropecuária,Poluição",Não,Sim,2,Sim,BA
181,Fauna,Invertebrados Terrestres,Lampyridae,Amydetes bellorum,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,1,Sim,RJ
182,Fauna,Peixes Continentais,Rivulidae,Anablepsoides cearensis,Criticamente em Perigo (CR),CR,Caatinga,"Agropecuária,Assentamento Humano: cidades",Não,Não,1,Sim,CE
183,Fauna,Invertebrados Terrestres,Buthidae,Ananteris infuscata,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Espécies Exóticas,Mineração",Não,Não,0,Sim,MG
184,Flora,Angiospermas,Orchidaceae,Anathallis colnagoi,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,ES
185,Flora,Angiospermas,Orchidaceae,Anathallis gehrtii,Vulnerável (VU),VU,Mata Atlântica,"Indústrias,Agropecuária,Extração de Madeira,Queimadas",Sim,Não,2,Sim,"ES,MG,RJ,SP,SC"
186,Flora,Angiospermas,Orchidaceae,Anathallis pabstii,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"RJ,PR,SC,RS"
187,Flora,Angiospermas,Orchidaceae,Anathallis tigridens,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Extração Direta",Sim,Não,2,Sim,"ES,RJ"
188,Fauna,Peixes Continentais,Loricariidae,Ancistrus cryptophthalmus,Em Perigo (EN),EN,Cerrado,"Agropecuária,Turismo/Recreação",Sim,Não,2,Sim,GO
189,Fauna,Peixes Continentais,Loricariidae,Ancistrus formoso,Vulnerável (VU),VU,Cerrado,Mineração,Não,Não,1,Sim,MS
190,Fauna,Peixes Continentais,Loricariidae,Ancistrus minutus,Em Perigo (EN),EN,Cerrado,"Agropecuária,Assentamento Humano: cidades,Mineração,Outras Atividades Econômicas: energia",Não,Sim,1,Sim,GO
191,Flora,Angiospermas,Rutaceae,Andreadoxa flava,Criticamente em Perigo (CR),CR,Mata Atlântica,"Baixa Densidade,Agropecuária",Sim,Não,2,Sim,BA
192,Flora,Angiospermas,Poaceae,Andropogon glaucophyllus,Em Perigo (EN),EN,"Mata Atlântica,Pampa",Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Não,"SP,PR,RS,SC"
193,Flora,Pteridófitas,Anemiaceae,Anemia blechnoides,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Poluição",Sim,Não,2,Sim,"ES,RJ,MG"
194,Flora,Pteridófitas,Anemiaceae,Anemia dentata,Vulnerável (VU),VU,Cerrado,Vazio,Não,Não,1,Informação não disponível,"AL,BA,MG,PE"
195,Flora,Pteridófitas,Anemiaceae,Anemia gardneri,Vulnerável (VU),VU,Mata Atlântica,"Mineração,Agropecuária,Poluição,Espécies Invasoras",Sim,Não,2,Sim,"ES,RJ"
196,Flora,Pteridófitas,Anemiaceae,Anemia trichorhiza,Vulnerável (VU),VU,"Cerrado,Pantanal","Agropecuária,Mineração,Transporte Terrestre/Aéreo",Sim,Sim,3,Não,"DF,GO,MS,MT,MG,SP,PR"
197,Flora,Angiospermas,Bignoniaceae,Anemopaegma arvense,Em Perigo (EN),EN,Cerrado,"Extração Direta, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,3,Não,"RO,TO,BA,MA,DF,GO,MS,MG,MT,RJ,SP,PR"
198,Flora,Angiospermas,Bignoniaceae,Anemopaegma mirabile,Criticamente em Perigo (CR),CR,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,1,Sim,"MA,PI"
199,Flora,Angiospermas,Plantaginaceae,Angelonia alternifolia,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária,Não,Não,1,Informação não disponível,"GO,TO"
200,Flora,Angiospermas,Lauraceae,Aniba ferrea,Vulnerável (VU),VU,Amazônia,Extração de Madeira,Sim,Não,2,Não,"AM,AP"
201,Flora,Angiospermas,Lauraceae,Aniba rosaeodora,Em Perigo (EN),EN,Amazônia,Extração de Madeira,Sim,Não,3,Não,"AM,AP,PA"
202,Flora,Angiospermas,Lauraceae,Aniba santalodora,Vulnerável (VU),VU,Amazônia,Extração de Madeira,Sim,Não,2,Informação não disponível,AM
203,Flora,Angiospermas,Annonaceae,Annona maritima,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura,Agropecuária,Queimadas,Assentamento Humano: cidades,Turismo/Recreação",Sim,Sim,2,Não,"PR,RS,SC"
204,Flora,Angiospermas,Annonaceae,Annona parviflora,Em Perigo (EN),EN,Mata Atlântica,"Extração de Madeira,Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Sim,2,Sim,RJ
205,Flora,Angiospermas,Annonaceae,Annona pickelii,Vulnerável (VU),VU,Mata Atlântica,"Assentamento Humano: cidades,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Barragens",Sim,Não,2,Sim,"AL,PB,PE,SE"
206,Flora,Angiospermas,Annonaceae,Annona ubatubensis,Em Perigo (EN),EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura",Sim,Não,2,Sim,SP
207,Fauna,Invertebrados Terrestres,Formicidae,Anochetus oriens,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Poluição",Sim,Não,1,Sim,"BA,ES"
208,Fauna,Aves,Psittacidae,Anodorhynchus leari,Em Perigo (EN),EN,Caatinga,"Agropecuária,Caça/Pesca,Mineração,Queimadas",Sim,Não,3,Sim,BA
209,Flora,Angiospermas,Poaceae,Anomochloa marantoidea,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
210,Flora,Angiospermas,Asteraceae,Anteremanthus hatschbachii,Em Perigo (EN),EN,Cerrado,"Extração de Madeira,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,MG
211,Flora,Angiospermas,Poaceae,Anthaenantiopsis fiebrigii,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Não,Não,1,Não,"DF,MG"
212,Flora,Angiospermas,Araceae,Anthurium jureianum,Vulnerável (VU),VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,SP
213,Flora,Angiospermas,Araceae,Anthurium langsdorffii,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,"RJ,SP"
214,Flora,Angiospermas,Araceae,Anthurium lucidum,Em Perigo (EN),EN,Mata Atlântica,"Turismo/Recreação,Queimadas",Sim,Sim,2,Sim,RJ
215,Flora,Angiospermas,Araceae,Anthurium luschnathianum,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,RJ
216,Flora,Angiospermas,Araceae,Anthurium radicans,Vulnerável (VU),VU,Mata Atlântica,Vazio,Sim,Não,2,Sim,"BA,ES,"
217,Flora,Angiospermas,Araceae,Anthurium xanthophylloides,Vulnerável (VU),VU,Mata Atlântica,Mineração,Sim,Não,2,Sim,ES
218,Fauna,Aves,Motacillidae,Anthus nattereri,Vulnerável (VU),VU,"Cerrado,Mata Atlântica,Pampa,","Agropecuária,Queimadas",Sim,Sim,4,Não,"ES,MG,PR,RJ,RS,SC,SP"
219,Fauna,Aves,Pipridae,Antilophia bokermanni,Criticamente em Perigo (CR),CR,Caatinga,"Agropecuária,Assentamento Humano: cidades,Barragens,Abastecimento/Drenagem,Queimadas",Sim,Sim,2,Sim,CE
220,Flora,Angiospermas,Loasaceae,Aosa uleana,Criticamente em Perigo (CR),CR,Mata Atlântica,"Espécies Invasoras,Assentamento Humano: cidades,Extração de Madeira,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,RJ
221,Fauna,Anfíbios,Hylidae,Aparasphenodon pomba,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Indústrias,Poluição",Não,Sim,2,Sim,MG
222,Fauna,Peixes Continentais,Parodontidae,Apareiodon davisi,Em Perigo (EN),EN,Caatinga,Agropecuária,Não,Sim,1,Sim,"CE,PB"
223,Fauna,Peixes Continentais,Parodontidae,Apareiodon vladii,Vulnerável (VU),VU,Mata Atlântica,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,"PR,SP"
224,Flora,Angiospermas,Acanthaceae,Aphelandra espirito-santensis,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,ES
225,Flora,Angiospermas,Acanthaceae,Aphelandra margaritae,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Plantação de Madereiras",Sim,Não,2,Sim,ES
226,Flora,Angiospermas,Acanthaceae,Aphelandra maximiliana,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
227,Fauna,Peixes Continentais,Characidae,Aphyocheirodon hemigrammus,Vulnerável (VU),VU,"Cerrado,Mata Atlântica",Poluição,Sim,Sim,2,Sim,"MS,PR,SP"
228,Flora,Angiospermas,Poaceae,Apoclada simplex,Em Perigo (EN),EN,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,"SP,SC"
229,Fauna,Répteis,Dipsadidae,Apostolepis arenaria,Em Perigo (EN),EN,Caatinga,"Agropecuária,Extração Florestal,Mineração,Barragens,Abastecimento/Drenagem,Outras Atividades Econômicas: energia",Sim,Sim,2,Sim,BA
230,Fauna,Répteis,Dipsadidae,Apostolepis gaboi,Em Perigo (EN),EN,"Caatinga,Cerrado",Outras Atividades Econômicas: energia,Sim,Sim,3,Sim,BA
231,Fauna,Répteis,Dipsadidae,Apostolepis quirogai,Em Perigo (EN),EN,"Mata Atlântica,Pampa",Agropecuária,Não,Sim,2,Não,RS
232,Fauna,Répteis,Dipsadidae,Apostolepis serrana,Em Perigo (EN),EN,"Amazônia,Cerrado",Agropecuária,Não,Sim,1,Sim,MT
233,Fauna,Répteis,Dipsadidae,Apostolepis striata,Em Perigo (EN),EN,"Amazônia,Cerrado",Agropecuária,Não,Sim,1,Sim,"MT,RO"
234,Fauna,Peixes Continentais,Apteronotidae,Apteronotus acidops,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Transporte Diversos,Poluição",Não,Sim,1,Sim,"MS,SP"
235,Fauna,Peixes Continentais,Apteronotidae,Apteronotus lindalvae,Criticamente em Perigo (CR),CR,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,2,Sim,AM
236,Flora,Angiospermas,Fabaceae,Apuleia leiocarpa,Vulnerável (VU),VU,"Amazônia,Caatinga,Cerrado,Mata Atlântica",Extração de Madeira,Sim,Sim,3,Não,"AC,AM,PA,RO,TO,AL,BA,CE,MA,PB,PE,PI,RN,SE,DF,GO,MS,MT,ES,MG,SP,RJ,PR,RS,SC"
237,Flora,Angiospermas,Fabaceae,Arachis villosa,Em Perigo (EN),EN,Pampa,Desastres Naturais,Não,Não,1,Não,RS
238,Flora,Angiospermas,Bromeliaceae,Araeococcus montanus,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
239,Fauna,Aves,Psittacidae,Aratinga solstitialis,Em Perigo (EN),EN,Amazônia,"Agropecuária,Caça/Pesca",Sim,Sim,5,Não,RR
240,Flora,Gimnospermas,Araucariaceae,Araucaria angustifolia,Em Perigo (EN),EN,Mata Atlântica,"Espécies Invasoras,Assentamento Humano: cidades, Perda de Habitat/Degradação (Induzida por Humanos),Barragens,Extração de Madeira,Agropecuária",Sim,Não,2,Não,"MG,RJ,SP,PR,RS,SC"
241,Fauna,Invertebrados Terrestres,Lycaenidae,Arawacus aethesa,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,"BA,ES,MG"
242,Fauna,Invertebrados Terrestres,Andrenidae,Arhysosage cactorum,Vulnerável (VU),VU,Pampa,"Agropecuária,Espécies Exóticas",Não,Não,0,Sim,RS
243,Flora,Angiospermas,Poaceae,Aristida brasiliensis,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Queimadas,Mineração, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,"MG,SP,SC"
244,Flora,Angiospermas,Poaceae,Aristida constricta,Criticamente em Perigo (CR),CR,Pampa,"Agropecuária,Espécies Invasoras,Queimadas",Sim,Não,2,Não,RS
245,Flora,Angiospermas,Aristolochiaceae,Aristolochia hypoglauca,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,ES
246,Flora,Angiospermas,Aristolochiaceae,Aristolochia odora,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura,Assentamento Humano: cidades",Sim,Não,2,Sim,"BA,ES,MG,RJ,SP"
247,Fauna,Aves,Passerelidae,Arremonops conirostris,Vulnerável (VU),VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,2,Não,RR
248,Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites alambariensis,Criticamente em Perigo (CR),CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,3,Sim,SP
249,Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites amorimi,Criticamente em Perigo (CR),CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SP
250,Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites botuveraensis,Criticamente em Perigo (CR),CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SC
251,Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites gnaspinii,Criticamente em Perigo (CR),CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SP
252,Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites heteroculatus,Criticamente em Perigo (CR),CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SP
253,Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites lawrencei,Criticamente em Perigo (CR),CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SP
254,Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites paranaensis,Criticamente em Perigo (CR),CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Não,Não,1,Sim,PR
255,Flora,Angiospermas,Cactaceae,Arrojadoa bahiensis,Em Perigo (EN),EN,Caatinga,"Perda de Habitat/Degradação (Induzida por Humanos),Extração Direta,Distribuição Restrita",Sim,Não,2,Sim,BA
256,Flora,Angiospermas,Cactaceae,Arrojadoa eriocaulis,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,3,Informação não disponível,"BA,MG"
257,Flora,Angiospermas,Cactaceae,Arthrocereus glaziovii,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Mineração,Distribuição Restrita",Sim,Não,3,Sim,MG
258,Flora,Angiospermas,Cactaceae,Arthrocereus melanurus subsp. magnus,Em Perigo (EN),EN,Mata Atlântica,"Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos)",Não,Não,2,Sim,MG
259,Flora,Angiospermas,Cactaceae,Arthrocereus melanurus subsp. melanurus,Em Perigo (EN),EN,"Cerrado,Mata Atlântica",Vazio,Sim,Não,2,Informação não disponível,"MG,SP"
260,Flora,Angiospermas,Cactaceae,Arthrocereus melanurus subsp. odorus,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,3,Sim,MG
261,Flora,Angiospermas,Cactaceae,Arthrocereus rondonianus,Em Perigo (EN),EN,Cerrado,"Mineração,Distribuição Restrita,Queimadas,Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,3,Sim,MG
262,Flora,Angiospermas,Poaceae,Arthropogon xerachne,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Sim,Não,2,Informação não disponível,"SP,PR"
263,Flora,Angiospermas,Poaceae,Arundinella deppeana,Vulnerável (VU),VU,Cerrado,"Desenvolvimento e Infraestrutura,Agropecuária",Não,Não,1,Não,"MS,SP"
264,Flora,Angiospermas,Asteraceae,Aspilia almasensis,Vulnerável (VU),VU,"Caatinga,Cerrado","Extração de Madeira,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,BA
265,Flora,Angiospermas,Asteraceae,Aspilia belo-horizontinae,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Sim,Não,2,Sim,MG
266,Flora,Angiospermas,Asteraceae,Aspilia caudata,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Não,2,Sim,MG
267,Flora,Angiospermas,Asteraceae,Aspilia cordifolia,Em Perigo (EN),EN,Cerrado,"Transporte Terrestre/Aéreo,Queimadas",Sim,Sim,3,Sim,MG
268,Flora,Angiospermas,Asteraceae,Aspilia cylindrocephala,Vulnerável (VU),VU,Cerrado,Vazio,Sim,Não,2,Informação não disponível,"MG,GO"
269,Flora,Angiospermas,Asteraceae,Aspilia diamantinae,Em Perigo (EN),EN,Cerrado,"Agropecuária,Mineração, Perda de Habitat/Degradação (Induzida por Humanos),Queimadas",Sim,Sim,2,Sim,MG
270,Flora,Angiospermas,Asteraceae,Aspilia diffusiflora,Vulnerável (VU),VU,Cerrado,"Agropecuária,Queimadas,Mineração,Turismo/Recreação,Assentamento Humano: cidades",Sim,Sim,2,Sim,MG
