,Fauna/Flora,Grupo,Família,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
153,Flora,Angiospermas,Amaranthaceae,VU,Pampa,"Agropecuária,Espécies Invasoras",Sim,Não,2,Não,"PR,MS,SC,RS,SP"
154,Flora,Angiospermas,Amaranthaceae,EN,Cerrado,"Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,MG
155,Fauna,Invertebrados Terrestres,Lucanidae,VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,SP
156,Fauna,Invertebrados Terrestres,Lucanidae,VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
157,Fauna,Invertebrados Terrestres,Lucanidae,VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
158,Fauna,Invertebrados Terrestres,Lucanidae,VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,MG
159,Fauna,Invertebrados Terrestres,Lucanidae,VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
160,Fauna,Invertebrados Terrestres,Lucanidae,VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
161,Fauna,Invertebrados Terrestres,Lucanidae,VU,Mata Atlântica,Turismo/Recreação,Sim,Não,3,Sim,"MG,RJ"
162,Flora,Angiospermas,Poaceae,CR,Cerrado,Distúrbio Humano,Sim,Sim,2,Sim,"GO,TO"
163,Fauna,Aves,Accipitridae,VU,Caatinga,"Agropecuária,Assentamento Humano: cidades",Sim,Não,4,Sim,"BA,ES,MG,PR,RJ,SC,SP"
163,Fauna,Aves,Accipitridae,VU,Cerrado,"Agropecuária,Assentamento Humano: cidades",Sim,Não,4,Sim,"BA,ES,MG,PR,RJ,SC,SP"
163,Fauna,Aves,Accipitridae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Não,4,Sim,"BA,ES,MG,PR,RJ,SC,SP"
164,Flora,Angiospermas,Amaranthaceae,EN,Pampa,"Agropecuária,Espécies Invasoras",Não,Não,1,Não,RS
165,Fauna,Aves,Psittacidae,VU,Mata Atlântica,"Agropecuária,Caça/Pesca,Extração Florestal,Mudança na dinâmica das espécies nativas",Sim,Não,3,Não,"RS,SC"
165,Fauna,Aves,Psittacidae,VU,Pampa,"Agropecuária,Caça/Pesca,Extração Florestal,Mudança na dinâmica das espécies nativas",Sim,Não,3,Não,"RS,SC"
166,Fauna,Aves,Psittacidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Caça/Pesca,Extração Florestal",Sim,Não,4,Sim,"AL,BA,ES,MG,RJ,SE"
167,Fauna,Aves,Psittacidae,VU,Caatinga,"Agropecuária,Caça/Pesca,Extração Florestal,Turismo/Recreação",Sim,Não,3,Não,"BA,ES,MG,,PR,RJ,RS,SC,SP"
167,Fauna,Aves,Psittacidae,VU,Cerrado,"Agropecuária,Caça/Pesca,Extração Florestal,Turismo/Recreação",Sim,Não,3,Não,"BA,ES,MG,,PR,RJ,RS,SC,SP"
167,Fauna,Aves,Psittacidae,VU,Mata Atlântica,"Agropecuária,Caça/Pesca,Extração Florestal,Turismo/Recreação",Sim,Não,3,Não,"BA,ES,MG,,PR,RJ,RS,SC,SP"
168,Flora,Angiospermas,Fabaceae,VU,Amazônia,"Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,1,Não,"AC,AM,RO,ES,RJ,MT"
169,Fauna,Répteis,Teiidae,EN,Amazônia,"Agropecuária,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,2,Sim,"MT,RO"
169,Fauna,Répteis,Teiidae,EN,Cerrado,"Agropecuária,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,2,Sim,"MT,RO"
170,Fauna,Répteis,Teiidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Transporte Diversos,Turismo/Recreação,Queimadas",Sim,Sim,2,Sim,SE
171,Fauna,Répteis,Teiidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Mineração,Outras Atividades Econômicas: energia,Transporte Diversos,Turismo/Recreação",Sim,Sim,2,Sim,RJ
172,Fauna,Répteis,Teiidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Mudança na dinâmica das espécies nativas",Sim,Sim,2,Sim,"BA,ES"
173,Fauna,Répteis,Typhlopidae,EN,Caatinga,"Agropecuária,Outras Atividades Econômicas: energia",Sim,Sim,4,Sim,"BA,MG"
173,Fauna,Répteis,Typhlopidae,EN,Cerrado,"Agropecuária,Outras Atividades Econômicas: energia",Sim,Sim,4,Sim,"BA,MG"
174,Fauna,Répteis,Typhlopidae,VU,Mata Atlântica,"Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,2,Sim,"AL,MA,PB,PE,RN"
175,Fauna,Répteis,Typhlopidae,EN,Caatinga,"Agropecuária,Mineração",Não,Sim,2,Sim,BA
176,Fauna,Répteis,Amphisbanidae,EN,Caatinga,"Agropecuária,Extração Florestal,Outras Atividades Econômicas: energia,Turismo/Recreação",Sim,Sim,4,Sim,BA
176,Fauna,Répteis,Amphisbanidae,EN,Cerrado,"Agropecuária,Extração Florestal,Outras Atividades Econômicas: energia,Turismo/Recreação",Sim,Sim,4,Sim,BA
177,Fauna,Répteis,Amphisbanidae,EN,Caatinga,"Agropecuária,Assentamento Humano: cidades,Extração Florestal,Mineração,Outras Atividades Econômicas: energia,Turismo/Recreação",Sim,Sim,4,Sim,BA
177,Fauna,Répteis,Amphisbanidae,EN,Cerrado,"Agropecuária,Assentamento Humano: cidades,Extração Florestal,Mineração,Outras Atividades Econômicas: energia,Turismo/Recreação",Sim,Sim,4,Sim,BA
178,Fauna,Répteis,Amphisbanidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Mineração,Mudança na dinâmica das espécies nativas,Transporte Diversos,Turismo/Recreação",Sim,Sim,2,Sim,"BA,ES"
179,Fauna,Répteis,Amphisbanidae,EN,Caatinga,"Agropecuária,Assentamento Humano: cidades,Mudança na dinâmica das espécies nativas",Sim,Não,1,Sim,PE
180,Fauna,Répteis,Amphisbanidae,EN,Caatinga,"Agropecuária,Poluição",Não,Sim,2,Sim,BA
180,Fauna,Répteis,Amphisbanidae,EN,Cerrado,"Agropecuária,Poluição",Não,Sim,2,Sim,BA
181,Fauna,Invertebrados Terrestres,Lampyridae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,1,Sim,RJ
182,Fauna,Peixes Continentais,Rivulidae,CR,Caatinga,"Agropecuária,Assentamento Humano: cidades",Não,Não,1,Sim,CE
183,Fauna,Invertebrados Terrestres,Buthidae,EN,Cerrado,"Espécies Exóticas,Mineração",Não,Não,0,Sim,MG
183,Fauna,Invertebrados Terrestres,Buthidae,EN,Mata Atlântica,"Espécies Exóticas,Mineração",Não,Não,0,Sim,MG
184,Flora,Angiospermas,Orchidaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,2,Sim,ES
185,Flora,Angiospermas,Orchidaceae,VU,Mata Atlântica,"Indústrias,Agropecuária,Extração de Madeira,Queimadas",Sim,Não,2,Sim,"ES,MG,RJ,SP,SC"
186,Flora,Angiospermas,Orchidaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"RJ,PR,SC,RS"
187,Flora,Angiospermas,Orchidaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Extração Direta",Sim,Não,2,Sim,"ES,RJ"
188,Fauna,Peixes Continentais,Loricariidae,EN,Cerrado,"Agropecuária,Turismo/Recreação",Sim,Não,2,Sim,GO
189,Fauna,Peixes Continentais,Loricariidae,VU,Cerrado,Mineração,Não,Não,1,Sim,MS
190,Fauna,Peixes Continentais,Loricariidae,EN,Cerrado,"Agropecuária,Assentamento Humano: cidades,Mineração,Outras Atividades Econômicas: energia",Não,Sim,1,Sim,GO
191,Flora,Angiospermas,Rutaceae,CR,Mata Atlântica,"Baixa Densidade,Agropecuária",Sim,Não,2,Sim,BA
192,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Não,"SP,PR,RS,SC"
192,Flora,Angiospermas,Poaceae,EN,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Não,"SP,PR,RS,SC"
193,Flora,Pteridófitas,Anemiaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Poluição",Sim,Não,2,Sim,"ES,RJ,MG"
194,Flora,Pteridófitas,Anemiaceae,VU,Cerrado,Vazio,Não,Não,1,Informação não disponível,"AL,BA,MG,PE"
195,Flora,Pteridófitas,Anemiaceae,VU,Mata Atlântica,"Mineração,Agropecuária,Poluição,Espécies Invasoras",Sim,Não,2,Sim,"ES,RJ"
196,Flora,Pteridófitas,Anemiaceae,VU,Cerrado,"Agropecuária,Mineração,Transporte Terrestre/Aéreo",Sim,Sim,3,Não,"DF,GO,MS,MT,MG,SP,PR"
196,Flora,Pteridófitas,Anemiaceae,VU,Pantanal,"Agropecuária,Mineração,Transporte Terrestre/Aéreo",Sim,Sim,3,Não,"DF,GO,MS,MT,MG,SP,PR"
197,Flora,Angiospermas,Bignoniaceae,EN,Cerrado,"Extração Direta, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,3,Não,"RO,TO,BA,MA,DF,GO,MS,MG,MT,RJ,SP,PR"
198,Flora,Angiospermas,Bignoniaceae,CR,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,1,Sim,"MA,PI"
199,Flora,Angiospermas,Plantaginaceae,CR,Cerrado,Agropecuária,Não,Não,1,Informação não disponível,"GO,TO"
200,Flora,Angiospermas,Lauraceae,VU,Amazônia,Extração de Madeira,Sim,Não,2,Não,"AM,AP"
201,Flora,Angiospermas,Lauraceae,EN,Amazônia,Extração de Madeira,Sim,Não,3,Não,"AM,AP,PA"
202,Flora,Angiospermas,Lauraceae,VU,Amazônia,Extração de Madeira,Sim,Não,2,Informação não disponível,AM
203,Flora,Angiospermas,Annonaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura,Agropecuária,Queimadas,Assentamento Humano: cidades,Turismo/Recreação",Sim,Sim,2,Não,"PR,RS,SC"
204,Flora,Angiospermas,Annonaceae,EN,Mata Atlântica,"Extração de Madeira,Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Sim,2,Sim,RJ
205,Flora,Angiospermas,Annonaceae,VU,Mata Atlântica,"Assentamento Humano: cidades,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Barragens",Sim,Não,2,Sim,"AL,PB,PE,SE"
206,Flora,Angiospermas,Annonaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura",Sim,Não,2,Sim,SP
207,Fauna,Invertebrados Terrestres,Formicidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Poluição",Sim,Não,1,Sim,"BA,ES"
208,Fauna,Aves,Psittacidae,EN,Caatinga,"Agropecuária,Caça/Pesca,Mineração,Queimadas",Sim,Não,3,Sim,BA
209,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
210,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Extração de Madeira,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,MG
211,Flora,Angiospermas,Poaceae,CR,Cerrado,Vazio,Não,Não,1,Não,"DF,MG"
212,Flora,Angiospermas,Araceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,SP
213,Flora,Angiospermas,Araceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,"RJ,SP"
214,Flora,Angiospermas,Araceae,EN,Mata Atlântica,"Turismo/Recreação,Queimadas",Sim,Sim,2,Sim,RJ
215,Flora,Angiospermas,Araceae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,RJ
216,Flora,Angiospermas,Araceae,VU,Mata Atlântica,Vazio,Sim,Não,2,Sim,"BA,ES,"
217,Flora,Angiospermas,Araceae,VU,Mata Atlântica,Mineração,Sim,Não,2,Sim,ES
218,Fauna,Aves,Motacillidae,VU,Cerrado,"Agropecuária,Queimadas",Sim,Sim,4,Não,"ES,MG,PR,RJ,RS,SC,SP"
218,Fauna,Aves,Motacillidae,VU,Mata Atlântica,"Agropecuária,Queimadas",Sim,Sim,4,Não,"ES,MG,PR,RJ,RS,SC,SP"
218,Fauna,Aves,Motacillidae,VU,Pampa,"Agropecuária,Queimadas",Sim,Sim,4,Não,"ES,MG,PR,RJ,RS,SC,SP"
218,Fauna,Aves,Motacillidae,VU,,"Agropecuária,Queimadas",Sim,Sim,4,Não,"ES,MG,PR,RJ,RS,SC,SP"
219,Fauna,Aves,Pipridae,CR,Caatinga,"Agropecuária,Assentamento Humano: cidades,Barragens,Abastecimento/Drenagem,Queimadas",Sim,Sim,2,Sim,CE
220,Flora,Angiospermas,Loasaceae,CR,Mata Atlântica,"Espécies Invasoras,Assentamento Humano: cidades,Extração de Madeira,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,RJ
221,Fauna,Anfíbios,Hylidae,CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Indústrias,Poluição",Não,Sim,2,Sim,MG
222,Fauna,Peixes Continentais,Parodontidae,EN,Caatinga,Agropecuária,Não,Sim,1,Sim,"CE,PB"
223,Fauna,Peixes Continentais,Parodontidae,VU,Mata Atlântica,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,"PR,SP"
224,Flora,Angiospermas,Acanthaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,ES
225,Flora,Angiospermas,Acanthaceae,VU,Mata Atlântica,"Agropecuária,Plantação de Madereiras",Sim,Não,2,Sim,ES
226,Flora,Angiospermas,Acanthaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
227,Fauna,Peixes Continentais,Characidae,VU,Cerrado,Poluição,Sim,Sim,2,Sim,"MS,PR,SP"
227,Fauna,Peixes Continentais,Characidae,VU,Mata Atlântica,Poluição,Sim,Sim,2,Sim,"MS,PR,SP"
228,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,Extração Direta,Sim,Não,2,Sim,"SP,SC"
229,Fauna,Répteis,Dipsadidae,EN,Caatinga,"Agropecuária,Extração Florestal,Mineração,Barragens,Abastecimento/Drenagem,Outras Atividades Econômicas: energia",Sim,Sim,2,Sim,BA
230,Fauna,Répteis,Dipsadidae,EN,Caatinga,Outras Atividades Econômicas: energia,Sim,Sim,3,Sim,BA
230,Fauna,Répteis,Dipsadidae,EN,Cerrado,Outras Atividades Econômicas: energia,Sim,Sim,3,Sim,BA
231,Fauna,Répteis,Dipsadidae,EN,Mata Atlântica,Agropecuária,Não,Sim,2,Não,RS
231,Fauna,Répteis,Dipsadidae,EN,Pampa,Agropecuária,Não,Sim,2,Não,RS
232,Fauna,Répteis,Dipsadidae,EN,Amazônia,Agropecuária,Não,Sim,1,Sim,MT
232,Fauna,Répteis,Dipsadidae,EN,Cerrado,Agropecuária,Não,Sim,1,Sim,MT
233,Fauna,Répteis,Dipsadidae,EN,Amazônia,Agropecuária,Não,Sim,1,Sim,"MT,RO"
233,Fauna,Répteis,Dipsadidae,EN,Cerrado,Agropecuária,Não,Sim,1,Sim,"MT,RO"
234,Fauna,Peixes Continentais,Apteronotidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Transporte Diversos,Poluição",Não,Sim,1,Sim,"MS,SP"
235,Fauna,Peixes Continentais,Apteronotidae,CR,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,2,Sim,AM
236,Flora,Angiospermas,Fabaceae,VU,Amazônia,Extração de Madeira,Sim,Sim,3,Não,"AC,AM,PA,RO,TO,AL,BA,CE,MA,PB,PE,PI,RN,SE,DF,GO,MS,MT,ES,MG,SP,RJ,PR,RS,SC"
236,Flora,Angiospermas,Fabaceae,VU,Caatinga,Extração de Madeira,Sim,Sim,3,Não,"AC,AM,PA,RO,TO,AL,BA,CE,MA,PB,PE,PI,RN,SE,DF,GO,MS,MT,ES,MG,SP,RJ,PR,RS,SC"
236,Flora,Angiospermas,Fabaceae,VU,Cerrado,Extração de Madeira,Sim,Sim,3,Não,"AC,AM,PA,RO,TO,AL,BA,CE,MA,PB,PE,PI,RN,SE,DF,GO,MS,MT,ES,MG,SP,RJ,PR,RS,SC"
236,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,Extração de Madeira,Sim,Sim,3,Não,"AC,AM,PA,RO,TO,AL,BA,CE,MA,PB,PE,PI,RN,SE,DF,GO,MS,MT,ES,MG,SP,RJ,PR,RS,SC"
237,Flora,Angiospermas,Fabaceae,EN,Pampa,Desastres Naturais,Não,Não,1,Não,RS
238,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
239,Fauna,Aves,Psittacidae,EN,Amazônia,"Agropecuária,Caça/Pesca",Sim,Sim,5,Não,RR
240,Flora,Gimnospermas,Araucariaceae,EN,Mata Atlântica,"Espécies Invasoras,Assentamento Humano: cidades, Perda de Habitat/Degradação (Induzida por Humanos),Barragens,Extração de Madeira,Agropecuária",Sim,Não,2,Não,"MG,RJ,SP,PR,RS,SC"
241,Fauna,Invertebrados Terrestres,Lycaenidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,"BA,ES,MG"
242,Fauna,Invertebrados Terrestres,Andrenidae,VU,Pampa,"Agropecuária,Espécies Exóticas",Não,Não,0,Sim,RS
243,Flora,Angiospermas,Poaceae,EN,Cerrado,"Queimadas,Mineração, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,"MG,SP,SC"
243,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,"Queimadas,Mineração, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,"MG,SP,SC"
244,Flora,Angiospermas,Poaceae,CR,Pampa,"Agropecuária,Espécies Invasoras,Queimadas",Sim,Não,2,Não,RS
245,Flora,Angiospermas,Aristolochiaceae,EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,ES
246,Flora,Angiospermas,Aristolochiaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura,Assentamento Humano: cidades",Sim,Não,2,Sim,"BA,ES,MG,RJ,SP"
247,Fauna,Aves,Passerelidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,2,Não,RR
248,Fauna,Invertebrados Terrestres,Arrhopalitidae,CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,3,Sim,SP
249,Fauna,Invertebrados Terrestres,Arrhopalitidae,CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SP
250,Fauna,Invertebrados Terrestres,Arrhopalitidae,CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SC
251,Fauna,Invertebrados Terrestres,Arrhopalitidae,CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SP
252,Fauna,Invertebrados Terrestres,Arrhopalitidae,CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SP
253,Fauna,Invertebrados Terrestres,Arrhopalitidae,CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Sim,Não,2,Sim,SP
254,Fauna,Invertebrados Terrestres,Arrhopalitidae,CR,Mata Atlântica,"Turismo/Recreação,Poluição,Queimadas",Não,Não,1,Sim,PR
255,Flora,Angiospermas,Cactaceae,EN,Caatinga,"Perda de Habitat/Degradação (Induzida por Humanos),Extração Direta,Distribuição Restrita",Sim,Não,2,Sim,BA
256,Flora,Angiospermas,Cactaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,3,Informação não disponível,"BA,MG"
257,Flora,Angiospermas,Cactaceae,EN,Cerrado,"Mineração,Distribuição Restrita",Sim,Não,3,Sim,MG
257,Flora,Angiospermas,Cactaceae,EN,Mata Atlântica,"Mineração,Distribuição Restrita",Sim,Não,3,Sim,MG
258,Flora,Angiospermas,Cactaceae,EN,Mata Atlântica,"Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos)",Não,Não,2,Sim,MG
259,Flora,Angiospermas,Cactaceae,EN,Cerrado,Vazio,Sim,Não,2,Informação não disponível,"MG,SP"
259,Flora,Angiospermas,Cactaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Informação não disponível,"MG,SP"
260,Flora,Angiospermas,Cactaceae,EN,Cerrado,Vazio,Sim,Sim,3,Sim,MG
261,Flora,Angiospermas,Cactaceae,EN,Cerrado,"Mineração,Distribuição Restrita,Queimadas,Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,3,Sim,MG
262,Flora,Angiospermas,Poaceae,CR,Cerrado,Vazio,Sim,Não,2,Informação não disponível,"SP,PR"
263,Flora,Angiospermas,Poaceae,VU,Cerrado,"Desenvolvimento e Infraestrutura,Agropecuária",Não,Não,1,Não,"MS,SP"
264,Flora,Angiospermas,Asteraceae,VU,Caatinga,"Extração de Madeira,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,BA
264,Flora,Angiospermas,Asteraceae,VU,Cerrado,"Extração de Madeira,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,BA
265,Flora,Angiospermas,Asteraceae,CR,Cerrado,Vazio,Sim,Não,2,Sim,MG
266,Flora,Angiospermas,Asteraceae,EN,Cerrado,Vazio,Sim,Não,2,Sim,MG
267,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Transporte Terrestre/Aéreo,Queimadas",Sim,Sim,3,Sim,MG
268,Flora,Angiospermas,Asteraceae,VU,Cerrado,Vazio,Sim,Não,2,Informação não disponível,"MG,GO"
269,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Agropecuária,Mineração, Perda de Habitat/Degradação (Induzida por Humanos),Queimadas",Sim,Sim,2,Sim,MG
270,Flora,Angiospermas,Asteraceae,VU,Cerrado,"Agropecuária,Queimadas,Mineração,Turismo/Recreação,Assentamento Humano: cidades",Sim,Sim,2,Sim,MG
271,Flora,Angiospermas,Asteraceae,CR,Cerrado,"Agropecuária,Mineração",Sim,Não,2,Sim,MG
272,Flora,Angiospermas,Asteraceae,CR,Cerrado,"Agropecuária,Mineração,Queimadas",Sim,Sim,2,Sim,MG
273,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Queimadas,Mineração,Agropecuária",Sim,Sim,2,Sim,MG
274,Flora,Angiospermas,Asteraceae,EN,Pantanal,Mineração,Sim,Não,2,Sim,"MS,MT"
275,Flora,Angiospermas,Asteraceae,CR,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Queimadas",Sim,Sim,2,Sim,MG
276,Flora,Angiospermas,Asteraceae,CR,Cerrado,Vazio,Não,Sim,2,Não,MG
277,Flora,Angiospermas,Asteraceae,EN,Cerrado,Mineração,Sim,Não,2,Sim,MG
278,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Queimadas,Transporte Terrestre/Aéreo,Agropecuária",Sim,Sim,2,Sim,MG
279,Flora,Angiospermas,Asteraceae,VU,Cerrado,"Queimadas,Transporte Terrestre/Aéreo,Agropecuária",Sim,Sim,3,Sim,MG
280,Flora,Angiospermas,Asteraceae,EN,Pantanal,Vazio,Sim,Não,2,Não,MS
281,Flora,Pteridófitas,Aspleniaceae,CR,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,ES
282,Flora,Pteridófitas,Aspleniaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades",Sim,Não,2,Sim,SP
283,Flora,Pteridófitas,Aspleniaceae,EN,Mata Atlântica,Queimadas,Sim,Não,2,Não,RJ
284,Flora,Pteridófitas,Aspleniaceae,CR,Cerrado,Mineração,Sim,Não,2,Sim,MG
285,Flora,Pteridófitas,Aspleniaceae,CR,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,ES
286,Flora,Angiospermas,Cyclanthaceae,VU,Mata Atlântica,"Extração para Combustível,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"SC,PR"
287,Fauna,Aves,Furnariidae,VU,Pampa,"Agropecuária,Outras Atividades Econômicas: energia,Poluição",Sim,Sim,3,Não,RS
288,Flora,Angiospermas,Euphorbiaceae,EN,Cerrado,Vazio,Não,Não,1,Sim,"GO,MS,SP"
289,Fauna,Invertebrados Aquáticos,Astropectinidae,VU,Marinho,"Caça/Pesca,Turismo/Recreação,Poluição",Sim,Não,2,Não,"RJ,SP"
290,Fauna,Invertebrados Aquáticos,Astropectinidae,VU,Marinho,"Caça/Pesca,Turismo/Recreação,Poluição",Sim,Não,2,Não,"BA,RJ,SP"
291,Fauna,Invertebrados Aquáticos,Astropectinidae,VU,Marinho,"Caça/Pesca,Turismo/Recreação,Poluição",Sim,Não,2,Não,"AL,AP,BA,CE,ES,MA,PA,PB,PE,PI,PR,RJ,RN,RS,SC,SE,SP"
292,Fauna,Peixes Continentais,Characidae,CR,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,PR
293,Fauna,Peixes Continentais,Characidae,EN,Mata Atlântica,"Espécies Exóticas,Outras Atividades Econômicas: energia,Poluição",Não,Sim,1,Sim,"PR,SC"
294,Fauna,Peixes Continentais,Characidae,VU,Mata Atlântica,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,PR
295,Fauna,Mamíferos,Atelidae,VU,Amazônia,"Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Outras Atividades Econômicas: energia",Sim,Sim,4,Não,"AM,RR"
296,Fauna,Mamíferos,Atelidae,VU,Amazônia,"Agropecuária,Assentamento Humano: rurais,Caça/Pesca,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,4,Não,"AC,AM,MT,PA,RO"
297,Fauna,Mamíferos,Atelidae,EN,Amazônia,"Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,4,Sim,"MT,PA"
298,Fauna,Mamíferos,Canidae,VU,Amazônia,"Agropecuária,Caça/Pesca,Patogenias/Parasitas",Sim,Sim,3,Não,"AC,AM,MT,PA,RO"
299,Fauna,Invertebrados Terrestres,Scarabaeidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Extração Florestal,Queimadas",Sim,Não,2,Sim,"BA,ES,PB,RJ,RN,RS,SC"
300,Fauna,Peixes Continentais,Rivulidae,CR,Mata Atlântica,Assentamento Humano: cidades,Não,Não,1,Sim,RJ
301,Fauna,Peixes Continentais,Rivulidae,CR,Mata Atlântica,"Agropecuária,Mineração,Transporte Diversos",Não,Não,1,Sim,RJ
302,Fauna,Peixes Continentais,Rivulidae,CR,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,1,Sim,ES
